target name	accession	query name	description of target
Beta_elim_lyase	PF01212.24	BGC0002033|c1|32627-33751|-|SAM23877_RS26695|DegT/DnrJ/EryC1/StrS_family_aminotransferase|WP_079030799.1	Beta-eliminating lyase                
Cys_Met_Meta_PP	PF01053.23	BGC0002033|c1|32627-33751|-|SAM23877_RS26695|DegT/DnrJ/EryC1/StrS_family_aminotransferase|WP_079030799.1	Cys/Met metabolism PLP-dependent enzyme              
Hexose_dehydrat	PF03559.17	BGC0002033|c1|34180-35523|-|SAM23877_RS26700|NDP-hexose_2,3-dehydratase|WP_107408738.1	NDP-hexose 2,3-dehydratase                
Thioesterase	PF00975.23	BGC0002033|c1|35591-36394|-|SAM23877_RS26705|thioesterase|WP_053142893.1	Thioesterase domain                
Abhydrolase_6	PF12697.10	BGC0002033|c1|35591-36394|-|SAM23877_RS26705|thioesterase|WP_053142893.1	Alpha/beta hydrolase family               
Hydrolase_4	PF12146.11	BGC0002033|c1|35591-36394|-|SAM23877_RS26705|thioesterase|WP_053142893.1	Serine aminopeptidase, S33               
FSH1	PF03959.16	BGC0002033|c1|35591-36394|-|SAM23877_RS26705|thioesterase|WP_053142893.1	Serine hydrolase (FSH1)               
Abhydrolase_3	PF07859.16	BGC0002033|c1|35591-36394|-|SAM23877_RS26705|thioesterase|WP_053142893.1	alpha/beta hydrolase fold               
Ser_hydrolase	PF06821.16	BGC0002033|c1|35591-36394|-|SAM23877_RS26705|thioesterase|WP_053142893.1	Serine hydrolase                
Abhydrolase_1	PF00561.23	BGC0002033|c1|35591-36394|-|SAM23877_RS26705|thioesterase|WP_053142893.1	alpha/beta hydrolase fold               
Abhydrolase_11	PF20408.1	BGC0002033|c1|35591-36394|-|SAM23877_RS26705|thioesterase|WP_053142893.1	Alpha/beta hydrolase domain               
Lipase_3	PF01764.28	BGC0002033|c1|35591-36394|-|SAM23877_RS26705|thioesterase|WP_053142893.1	Lipase (class 3)               
DUF900	PF05990.15	BGC0002033|c1|35591-36394|-|SAM23877_RS26705|thioesterase|WP_053142893.1	Alpha/beta hydrolase of unknown function (DUF900)            
LCAT	PF02450.18	BGC0002033|c1|35591-36394|-|SAM23877_RS26705|thioesterase|WP_053142893.1	Lecithin:cholesterol acyltransferase                
LIDHydrolase	PF10230.12	BGC0002033|c1|35591-36394|-|SAM23877_RS26705|thioesterase|WP_053142893.1	Lipid-droplet associated hydrolase               
GDP_Man_Dehyd	PF16363.8	BGC0002033|c1|36391-37428|-|SAM23877_RS26710|dTDP-glucose_4,6-dehydratase|WP_079030449.1	GDP-mannose 4,6 dehydratase               
Epimerase	PF01370.24	BGC0002033|c1|36391-37428|-|SAM23877_RS26710|dTDP-glucose_4,6-dehydratase|WP_079030449.1	NAD dependent epimerase/dehydratase family              
3Beta_HSD	PF01073.22	BGC0002033|c1|36391-37428|-|SAM23877_RS26710|dTDP-glucose_4,6-dehydratase|WP_079030449.1	3-beta hydroxysteroid dehydrogenase/isomerase family              
Polysacc_synt_2	PF02719.18	BGC0002033|c1|36391-37428|-|SAM23877_RS26710|dTDP-glucose_4,6-dehydratase|WP_079030449.1	Polysaccharide biosynthesis protein               
NAD_binding_4	PF07993.15	BGC0002033|c1|36391-37428|-|SAM23877_RS26710|dTDP-glucose_4,6-dehydratase|WP_079030449.1	Male sterility protein               
RmlD_sub_bind	PF04321.20	BGC0002033|c1|36391-37428|-|SAM23877_RS26710|dTDP-glucose_4,6-dehydratase|WP_079030449.1	RmlD substrate binding domain              
NAD_binding_10	PF13460.9	BGC0002033|c1|36391-37428|-|SAM23877_RS26710|dTDP-glucose_4,6-dehydratase|WP_079030449.1	NAD(P)H-binding                 
NTP_transferase	PF00483.26	BGC0002033|c1|37412-38290|-|SAM23877_RS26715|glucose-1-phosphate_thymidylyltransferase_RfbA|WP_053138495.1	Nucleotidyl transferase                
NTP_transf_3	PF12804.10	BGC0002033|c1|37412-38290|-|SAM23877_RS26715|glucose-1-phosphate_thymidylyltransferase_RfbA|WP_053138495.1	MobA-like NTP transferase domain              
IspD	PF01128.22	BGC0002033|c1|37412-38290|-|SAM23877_RS26715|glucose-1-phosphate_thymidylyltransferase_RfbA|WP_053138495.1	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase               
DegT_DnrJ_EryC1	PF01041.20	BGC0002033|c1|38317-39483|-|SAM23877_RS26720|DegT/DnrJ/EryC1/StrS_family_aminotransferase|WP_053138498.1	DegT/DnrJ/EryC1/StrS aminotransferase family               
Aminotran_1_2	PF00155.24	BGC0002033|c1|38317-39483|-|SAM23877_RS26720|DegT/DnrJ/EryC1/StrS_family_aminotransferase|WP_053138498.1	Aminotransferase class I and II             
Aminotran_5	PF00266.22	BGC0002033|c1|38317-39483|-|SAM23877_RS26720|DegT/DnrJ/EryC1/StrS_family_aminotransferase|WP_053138498.1	Aminotransferase class-V                
Cys_Met_Meta_PP	PF01053.23	BGC0002033|c1|38317-39483|-|SAM23877_RS26720|DegT/DnrJ/EryC1/StrS_family_aminotransferase|WP_053138498.1	Cys/Met metabolism PLP-dependent enzyme              
BAMBI	PF06211.15	BGC0002033|c1|38317-39483|-|SAM23877_RS26720|DegT/DnrJ/EryC1/StrS_family_aminotransferase|WP_053138498.1	BMP and activin membrane-bound inhibitor (BAMBI) N-terminal domain          
FdtA	PF05523.14	BGC0002033|c1|39480-39935|-|SAM23877_RS26725|WxcM-like_domain-containing_protein|WP_053142897.1	WxcM-like, C-terminal                
p450	PF00067.25	BGC0002033|c1|40016-41227|-|SAM23877_RS26730|cytochrome_P450|WP_053138501.1	Cytochrome P450                
ketoacyl-synt	PF00109.29	BGC0002033|c1|41774-55432|+|SAM23877_RS39245|type_I_polyketide_synthase|WP_053138504.1	Beta-ketoacyl synthase, N-terminal domain              
Acyl_transf_1	PF00698.24	BGC0002033|c1|41774-55432|+|SAM23877_RS39245|type_I_polyketide_synthase|WP_053138504.1	Acyl transferase domain               
Ketoacyl-synt_C	PF02801.25	BGC0002033|c1|41774-55432|+|SAM23877_RS39245|type_I_polyketide_synthase|WP_053138504.1	Beta-ketoacyl synthase, C-terminal domain              
KR	PF08659.13	BGC0002033|c1|41774-55432|+|SAM23877_RS39245|type_I_polyketide_synthase|WP_053138504.1	KR domain                
PS-DH	PF14765.9	BGC0002033|c1|41774-55432|+|SAM23877_RS39245|type_I_polyketide_synthase|WP_053138504.1	Polyketide synthase dehydratase               
KAsynt_C_assoc	PF16197.8	BGC0002033|c1|41774-55432|+|SAM23877_RS39245|type_I_polyketide_synthase|WP_053138504.1	Ketoacyl-synthetase C-terminal extension               
PP-binding	PF00550.28	BGC0002033|c1|41774-55432|+|SAM23877_RS39245|type_I_polyketide_synthase|WP_053138504.1	Phosphopantetheine attachment site               
adh_short	PF00106.28	BGC0002033|c1|41774-55432|+|SAM23877_RS39245|type_I_polyketide_synthase|WP_053138504.1	short chain dehydrogenase               
Thiolase_N	PF00108.26	BGC0002033|c1|41774-55432|+|SAM23877_RS39245|type_I_polyketide_synthase|WP_053138504.1	Thiolase, N-terminal domain               
Epimerase	PF01370.24	BGC0002033|c1|41774-55432|+|SAM23877_RS39245|type_I_polyketide_synthase|WP_053138504.1	NAD dependent epimerase/dehydratase family              
Polysacc_synt_2	PF02719.18	BGC0002033|c1|41774-55432|+|SAM23877_RS39245|type_I_polyketide_synthase|WP_053138504.1	Polysaccharide biosynthesis protein               
GDP_Man_Dehyd	PF16363.8	BGC0002033|c1|41774-55432|+|SAM23877_RS39245|type_I_polyketide_synthase|WP_053138504.1	GDP-mannose 4,6 dehydratase               
NmrA	PF05368.16	BGC0002033|c1|41774-55432|+|SAM23877_RS39245|type_I_polyketide_synthase|WP_053138504.1	NmrA-like family                
RmlD_sub_bind	PF04321.20	BGC0002033|c1|41774-55432|+|SAM23877_RS39245|type_I_polyketide_synthase|WP_053138504.1	RmlD substrate binding domain              
ACP_syn_III	PF08545.13	BGC0002033|c1|41774-55432|+|SAM23877_RS39245|type_I_polyketide_synthase|WP_053138504.1	3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III              
PAC4	PF16093.8	BGC0002033|c1|41774-55432|+|SAM23877_RS39245|type_I_polyketide_synthase|WP_053138504.1	Proteasome assembly chaperone 4              
3Beta_HSD	PF01073.22	BGC0002033|c1|41774-55432|+|SAM23877_RS39245|type_I_polyketide_synthase|WP_053138504.1	3-beta hydroxysteroid dehydrogenase/isomerase family              
Semialdhyde_dh	PF01118.27	BGC0002033|c1|41774-55432|+|SAM23877_RS39245|type_I_polyketide_synthase|WP_053138504.1	Semialdehyde dehydrogenase, NAD binding domain             
ketoacyl-synt	PF00109.29	BGC0002033|c1|55476-61466|+|SAM23877_RS37920|type_I_polyketide_synthase|WP_079030450.1	Beta-ketoacyl synthase, N-terminal domain              
KR	PF08659.13	BGC0002033|c1|55476-61466|+|SAM23877_RS37920|type_I_polyketide_synthase|WP_079030450.1	KR domain                
Acyl_transf_1	PF00698.24	BGC0002033|c1|55476-61466|+|SAM23877_RS37920|type_I_polyketide_synthase|WP_079030450.1	Acyl transferase domain               
Ketoacyl-synt_C	PF02801.25	BGC0002033|c1|55476-61466|+|SAM23877_RS37920|type_I_polyketide_synthase|WP_079030450.1	Beta-ketoacyl synthase, C-terminal domain              
PS-DH	PF14765.9	BGC0002033|c1|55476-61466|+|SAM23877_RS37920|type_I_polyketide_synthase|WP_079030450.1	Polyketide synthase dehydratase               
PP-binding	PF00550.28	BGC0002033|c1|55476-61466|+|SAM23877_RS37920|type_I_polyketide_synthase|WP_079030450.1	Phosphopantetheine attachment site               
KAsynt_C_assoc	PF16197.8	BGC0002033|c1|55476-61466|+|SAM23877_RS37920|type_I_polyketide_synthase|WP_079030450.1	Ketoacyl-synthetase C-terminal extension               
adh_short	PF00106.28	BGC0002033|c1|55476-61466|+|SAM23877_RS37920|type_I_polyketide_synthase|WP_079030450.1	short chain dehydrogenase               
Thiolase_N	PF00108.26	BGC0002033|c1|55476-61466|+|SAM23877_RS37920|type_I_polyketide_synthase|WP_079030450.1	Thiolase, N-terminal domain               
Docking	PF08990.14	BGC0002033|c1|55476-61466|+|SAM23877_RS37920|type_I_polyketide_synthase|WP_079030450.1	Erythronolide synthase docking domain              
Epimerase	PF01370.24	BGC0002033|c1|55476-61466|+|SAM23877_RS37920|type_I_polyketide_synthase|WP_079030450.1	NAD dependent epimerase/dehydratase family              
Polysacc_synt_2	PF02719.18	BGC0002033|c1|55476-61466|+|SAM23877_RS37920|type_I_polyketide_synthase|WP_079030450.1	Polysaccharide biosynthesis protein               
GDP_Man_Dehyd	PF16363.8	BGC0002033|c1|55476-61466|+|SAM23877_RS37920|type_I_polyketide_synthase|WP_079030450.1	GDP-mannose 4,6 dehydratase               
YAcAr	PF10686.12	BGC0002033|c1|55476-61466|+|SAM23877_RS37920|type_I_polyketide_synthase|WP_079030450.1	YspA, cpYpsA-related SLOG family              
ketoacyl-synt	PF00109.29	BGC0002033|c1|61588-72714|+|SAM23877_RS26760|type_I_polyketide_synthase|WP_107408739.1	Beta-ketoacyl synthase, N-terminal domain              
Acyl_transf_1	PF00698.24	BGC0002033|c1|61588-72714|+|SAM23877_RS26760|type_I_polyketide_synthase|WP_107408739.1	Acyl transferase domain               
Ketoacyl-synt_C	PF02801.25	BGC0002033|c1|61588-72714|+|SAM23877_RS26760|type_I_polyketide_synthase|WP_107408739.1	Beta-ketoacyl synthase, C-terminal domain              
KR	PF08659.13	BGC0002033|c1|61588-72714|+|SAM23877_RS26760|type_I_polyketide_synthase|WP_107408739.1	KR domain                
PS-DH	PF14765.9	BGC0002033|c1|61588-72714|+|SAM23877_RS26760|type_I_polyketide_synthase|WP_107408739.1	Polyketide synthase dehydratase               
PP-binding	PF00550.28	BGC0002033|c1|61588-72714|+|SAM23877_RS26760|type_I_polyketide_synthase|WP_107408739.1	Phosphopantetheine attachment site               
KAsynt_C_assoc	PF16197.8	BGC0002033|c1|61588-72714|+|SAM23877_RS26760|type_I_polyketide_synthase|WP_107408739.1	Ketoacyl-synthetase C-terminal extension               
ADH_zinc_N_2	PF13602.9	BGC0002033|c1|61588-72714|+|SAM23877_RS26760|type_I_polyketide_synthase|WP_107408739.1	Zinc-binding dehydrogenase                
ADH_zinc_N	PF00107.29	BGC0002033|c1|61588-72714|+|SAM23877_RS26760|type_I_polyketide_synthase|WP_107408739.1	Zinc-binding dehydrogenase                
Thiolase_N	PF00108.26	BGC0002033|c1|61588-72714|+|SAM23877_RS26760|type_I_polyketide_synthase|WP_107408739.1	Thiolase, N-terminal domain               
adh_short	PF00106.28	BGC0002033|c1|61588-72714|+|SAM23877_RS26760|type_I_polyketide_synthase|WP_107408739.1	short chain dehydrogenase               
Epimerase	PF01370.24	BGC0002033|c1|61588-72714|+|SAM23877_RS26760|type_I_polyketide_synthase|WP_107408739.1	NAD dependent epimerase/dehydratase family              
ADH_N	PF08240.15	BGC0002033|c1|61588-72714|+|SAM23877_RS26760|type_I_polyketide_synthase|WP_107408739.1	Alcohol dehydrogenase GroES-like domain              
adh_short_C2	PF13561.9	BGC0002033|c1|61588-72714|+|SAM23877_RS26760|type_I_polyketide_synthase|WP_107408739.1	Enoyl-(Acyl carrier protein) reductase              
SAT	PF16073.8	BGC0002033|c1|61588-72714|+|SAM23877_RS26760|type_I_polyketide_synthase|WP_107408739.1	Starter unit:ACP transacylase in aflatoxin biosynthesis            
ACP_syn_III	PF08545.13	BGC0002033|c1|61588-72714|+|SAM23877_RS26760|type_I_polyketide_synthase|WP_107408739.1	3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III              
Polysacc_synt_2	PF02719.18	BGC0002033|c1|61588-72714|+|SAM23877_RS26760|type_I_polyketide_synthase|WP_107408739.1	Polysaccharide biosynthesis protein               
Thiolase_C	PF02803.21	BGC0002033|c1|61588-72714|+|SAM23877_RS26760|type_I_polyketide_synthase|WP_107408739.1	Thiolase, C-terminal domain               
RmlD_sub_bind	PF04321.20	BGC0002033|c1|61588-72714|+|SAM23877_RS26760|type_I_polyketide_synthase|WP_107408739.1	RmlD substrate binding domain              
Docking	PF08990.14	BGC0002033|c1|61588-72714|+|SAM23877_RS26760|type_I_polyketide_synthase|WP_107408739.1	Erythronolide synthase docking domain              
GDP_Man_Dehyd	PF16363.8	BGC0002033|c1|61588-72714|+|SAM23877_RS26760|type_I_polyketide_synthase|WP_107408739.1	GDP-mannose 4,6 dehydratase               
PAC4	PF16093.8	BGC0002033|c1|61588-72714|+|SAM23877_RS26760|type_I_polyketide_synthase|WP_107408739.1	Proteasome assembly chaperone 4              
NAD_binding_10	PF13460.9	BGC0002033|c1|61588-72714|+|SAM23877_RS26760|type_I_polyketide_synthase|WP_107408739.1	NAD(P)H-binding                 
ketoacyl-synt	PF00109.29	BGC0002033|c1|72759-77501|+|SAM23877_RS26765|type_I_polyketide_synthase|WP_053138519.1	Beta-ketoacyl synthase, N-terminal domain              
Acyl_transf_1	PF00698.24	BGC0002033|c1|72759-77501|+|SAM23877_RS26765|type_I_polyketide_synthase|WP_053138519.1	Acyl transferase domain               
KR	PF08659.13	BGC0002033|c1|72759-77501|+|SAM23877_RS26765|type_I_polyketide_synthase|WP_053138519.1	KR domain                
Ketoacyl-synt_C	PF02801.25	BGC0002033|c1|72759-77501|+|SAM23877_RS26765|type_I_polyketide_synthase|WP_053138519.1	Beta-ketoacyl synthase, C-terminal domain              
KAsynt_C_assoc	PF16197.8	BGC0002033|c1|72759-77501|+|SAM23877_RS26765|type_I_polyketide_synthase|WP_053138519.1	Ketoacyl-synthetase C-terminal extension               
PP-binding	PF00550.28	BGC0002033|c1|72759-77501|+|SAM23877_RS26765|type_I_polyketide_synthase|WP_053138519.1	Phosphopantetheine attachment site               
Docking	PF08990.14	BGC0002033|c1|72759-77501|+|SAM23877_RS26765|type_I_polyketide_synthase|WP_053138519.1	Erythronolide synthase docking domain              
adh_short	PF00106.28	BGC0002033|c1|72759-77501|+|SAM23877_RS26765|type_I_polyketide_synthase|WP_053138519.1	short chain dehydrogenase               
Thiolase_N	PF00108.26	BGC0002033|c1|72759-77501|+|SAM23877_RS26765|type_I_polyketide_synthase|WP_053138519.1	Thiolase, N-terminal domain               
GDP_Man_Dehyd	PF16363.8	BGC0002033|c1|72759-77501|+|SAM23877_RS26765|type_I_polyketide_synthase|WP_053138519.1	GDP-mannose 4,6 dehydratase               
DHO_dh	PF01180.24	BGC0002033|c1|72759-77501|+|SAM23877_RS26765|type_I_polyketide_synthase|WP_053138519.1	Dihydroorotate dehydrogenase                
SAT	PF16073.8	BGC0002033|c1|72759-77501|+|SAM23877_RS26765|type_I_polyketide_synthase|WP_053138519.1	Starter unit:ACP transacylase in aflatoxin biosynthesis            
Epimerase	PF01370.24	BGC0002033|c1|72759-77501|+|SAM23877_RS26765|type_I_polyketide_synthase|WP_053138519.1	NAD dependent epimerase/dehydratase family              
Sacchrp_dh_NADP	PF03435.21	BGC0002033|c1|72759-77501|+|SAM23877_RS26765|type_I_polyketide_synthase|WP_053138519.1	Saccharopine dehydrogenase NADP binding domain             
ketoacyl-synt	PF00109.29	BGC0002033|c1|77597-83260|+|SAM23877_RS26770|type_I_polyketide_synthase|WP_053138522.1	Beta-ketoacyl synthase, N-terminal domain              
KR	PF08659.13	BGC0002033|c1|77597-83260|+|SAM23877_RS26770|type_I_polyketide_synthase|WP_053138522.1	KR domain                
Acyl_transf_1	PF00698.24	BGC0002033|c1|77597-83260|+|SAM23877_RS26770|type_I_polyketide_synthase|WP_053138522.1	Acyl transferase domain               
Ketoacyl-synt_C	PF02801.25	BGC0002033|c1|77597-83260|+|SAM23877_RS26770|type_I_polyketide_synthase|WP_053138522.1	Beta-ketoacyl synthase, C-terminal domain              
Thioesterase	PF00975.23	BGC0002033|c1|77597-83260|+|SAM23877_RS26770|type_I_polyketide_synthase|WP_053138522.1	Thioesterase domain                
PP-binding	PF00550.28	BGC0002033|c1|77597-83260|+|SAM23877_RS26770|type_I_polyketide_synthase|WP_053138522.1	Phosphopantetheine attachment site               
KAsynt_C_assoc	PF16197.8	BGC0002033|c1|77597-83260|+|SAM23877_RS26770|type_I_polyketide_synthase|WP_053138522.1	Ketoacyl-synthetase C-terminal extension               
PKS_DE	PF18369.4	BGC0002033|c1|77597-83260|+|SAM23877_RS26770|type_I_polyketide_synthase|WP_053138522.1	Polyketide synthase dimerisation element domain             
adh_short	PF00106.28	BGC0002033|c1|77597-83260|+|SAM23877_RS26770|type_I_polyketide_synthase|WP_053138522.1	short chain dehydrogenase               
Thiolase_N	PF00108.26	BGC0002033|c1|77597-83260|+|SAM23877_RS26770|type_I_polyketide_synthase|WP_053138522.1	Thiolase, N-terminal domain               
Abhydrolase_3	PF07859.16	BGC0002033|c1|77597-83260|+|SAM23877_RS26770|type_I_polyketide_synthase|WP_053138522.1	alpha/beta hydrolase fold               
Docking	PF08990.14	BGC0002033|c1|77597-83260|+|SAM23877_RS26770|type_I_polyketide_synthase|WP_053138522.1	Erythronolide synthase docking domain              
Abhydrolase_6	PF12697.10	BGC0002033|c1|77597-83260|+|SAM23877_RS26770|type_I_polyketide_synthase|WP_053138522.1	Alpha/beta hydrolase family               
Hydrolase_4	PF12146.11	BGC0002033|c1|77597-83260|+|SAM23877_RS26770|type_I_polyketide_synthase|WP_053138522.1	Serine aminopeptidase, S33               
Abhydrolase_1	PF00561.23	BGC0002033|c1|77597-83260|+|SAM23877_RS26770|type_I_polyketide_synthase|WP_053138522.1	alpha/beta hydrolase fold               
GDP_Man_Dehyd	PF16363.8	BGC0002033|c1|77597-83260|+|SAM23877_RS26770|type_I_polyketide_synthase|WP_053138522.1	GDP-mannose 4,6 dehydratase               
Lipase_3	PF01764.28	BGC0002033|c1|77597-83260|+|SAM23877_RS26770|type_I_polyketide_synthase|WP_053138522.1	Lipase (class 3)               
Mbeg1-like	PF11187.11	BGC0002033|c1|77597-83260|+|SAM23877_RS26770|type_I_polyketide_synthase|WP_053138522.1	Mbeg1-like                 
Sacchrp_dh_NADP	PF03435.21	BGC0002033|c1|77597-83260|+|SAM23877_RS26770|type_I_polyketide_synthase|WP_053138522.1	Saccharopine dehydrogenase NADP binding domain             
Epimerase	PF01370.24	BGC0002033|c1|77597-83260|+|SAM23877_RS26770|type_I_polyketide_synthase|WP_053138522.1	NAD dependent epimerase/dehydratase family              
Methyltransf_25	PF13649.9	BGC0002033|c1|83260-83970|+|SAM23877_RS26775|class_I_SAM-dependent_methyltransferase|WP_053138527.1	Methyltransferase domain                
Methyltransf_11	PF08241.15	BGC0002033|c1|83260-83970|+|SAM23877_RS26775|class_I_SAM-dependent_methyltransferase|WP_053138527.1	Methyltransferase domain                
Methyltransf_23	PF13489.9	BGC0002033|c1|83260-83970|+|SAM23877_RS26775|class_I_SAM-dependent_methyltransferase|WP_053138527.1	Methyltransferase domain                
Methyltransf_31	PF13847.9	BGC0002033|c1|83260-83970|+|SAM23877_RS26775|class_I_SAM-dependent_methyltransferase|WP_053138527.1	Methyltransferase domain                
